>Enter w1:3
w 1:3
Joint command
     JT1       JT2       JT3       JT4       JT5       JT6       JT7  
     0.000    71.977   105.700  -136.288     0.000  -130.716     4.237
     0.000    71.977   105.700  -136.288     0.000  -130.716     4.237
     0.000    71.977   105.700  -136.288     0.000  -130.716     4.237
     0.000    71.977   105.700  -136.288     0.000  -130.716     4.237
     0.000    71.977   105.700  -136.288     0.000  -130.716     4.237
     0.000    71.977   105.700  -136.288     0.000  -130.716     4.237
     0.000    71.977   105.700  -136.288     0.000  -130.716     4.237
     0.000    71.977   105.700  -136.288     0.000  -130.716     4.237
     0.000    71.977   105.700  -136.288     0.000  -130.716     4.237
     0.000    71.977   105.700  -136.288     0.000  -130.716     4.237
     0.000    71.977   105.700  -136.288     0.000  -130.716     4.237
     0.000    71.977   105.700  -136.288     0.000  -130.716     4.237
     0.000    71.977   105.700  -136.288     0.000  -130.716     4.237
     0.000    71.977   105.700  -136.288     0.000  -130.716     4.237
     0.000    71.977   105.700  -136.288     0.000  -130.716     4.237
     0.000    71.977   105.700  -136.288     0.000  -130.716     4.237
     0.000    71.977   105.700  -136.288     0.000  -130.716     4.237
     0.000    71.977   105.700  -136.288     0.000  -130.716     4.237
     0.000    71.977   105.700  -136.288     0.000  -130.716     4.237
     0.000    71.977   105.700  -136.288     0.000  -130.716     4.237
     0.000    71.977   105.700  -136.288     0.000  -130.716     4.237
     0.000    71.977   105.700  -136.288     0.000  -130.716     4.237
     0.000    71.977   105.700  -136.288     0.000  -130.716     4.237
     0.000    71.977   105.700  -136.288     0.000  -130.716     4.237
     0.000    71.977   105.700  -136.288     0.000  -130.716     4.237
     0.000    71.977   105.700  -136.288     0.000  -130.716     4.237
     0.000    71.977   105.700  -136.288     0.000  -130.716     4.237
     0.000    71.977   105.700  -136.288     0.000  -130.716     4.237
     0.000    71.977   105.700  -136.288     0.000  -130.716     4.237
     0.000    71.977   105.700  -136.288     0.000  -130.716     4.237
     0.000    71.976   105.700  -136.288     0.000  -130.716     4.237
     0.000    71.957   105.700  -136.269     0.000  -130.721     4.222
     0.000    71.884   105.700  -136.201     0.000  -130.738     4.165
     0.000    71.725   105.700  -136.051     0.000  -130.778     4.041
     0.000    71.448   105.700  -135.792     0.000  -130.844     3.825
     0.000    71.026   105.700  -135.401     0.000  -130.943     3.499
     0.000    70.437   105.700  -134.865     0.000  -131.075     3.046
     0.000    69.666   105.700  -134.176     0.000  -131.236     2.459
     0.000    68.705   105.700  -133.338     0.000  -131.420     1.735
     0.000    67.551   105.700  -132.366     0.000  -131.616     0.879
     0.000    66.211   105.700  -131.282     0.000  -131.809    -0.099
     0.000    64.696   105.700  -130.115     0.000  -131.981    -1.181
     0.000    63.023   105.700  -128.902     0.000  -132.112    -2.348
     0.000    61.214   105.700  -127.680     0.000  -132.185    -3.574
     0.000    59.296   105.700  -126.490     0.000  -132.180    -4.835
     0.000    57.299   105.700  -125.372     0.000  -132.083    -6.106
     0.000    55.252   105.700  -124.361     0.000  -131.879    -7.360
     0.000    53.188   105.700  -123.490     0.000  -131.562    -8.576
     0.000    51.139   105.700  -122.786     0.000  -131.128    -9.735
     0.000    49.136   105.700  -122.268     0.000  -130.578   -10.819
     0.000    47.209   105.700  -121.948     0.000  -129.918   -11.818
     0.000    45.392   105.700  -121.831     0.000  -129.164   -12.718
     0.000    43.753   105.700  -121.905     0.000  -128.356   -13.494
     0.000    42.291   105.700  -122.143     0.000  -127.515   -14.157
     0.000    40.992   105.700  -122.517     0.000  -126.655   -14.721
     0.000    39.845   105.700  -123.005     0.000  -125.788   -15.198
     0.000    38.838   105.700  -123.583     0.000  -124.925   -15.598
     0.000    37.959   105.700  -124.230     0.000  -124.075   -15.931
     0.000    37.197   105.700  -124.927     0.000  -123.247   -16.206
     0.000    36.543   105.700  -125.656     0.000  -122.448   -16.429
     0.000    35.984   105.700  -126.400     0.000  -121.684   -16.608
     0.000    35.471   105.700  -127.135     0.000  -120.742   -16.752
     0.000    34.951   105.700  -127.842     0.000  -119.406   -16.871
     0.000    34.415   105.700  -128.504     0.000  -117.682   -16.970
     0.000    33.856   105.700  -129.109     0.000  -115.574   -17.053
     0.000    33.266   105.700  -129.645     0.000  -113.088   -17.125
     0.000    32.638   105.700  -130.101     0.000  -110.226   -17.190
     0.000    31.965   105.700  -130.468     0.000  -106.993   -17.253
     0.000    31.242   105.700  -130.736     0.000  -103.392   -17.314
     0.000    30.466   105.700  -130.899     0.000   -99.425   -17.379
     0.000    29.632   105.700  -130.952     0.000   -95.094   -17.447
     0.000    28.740   105.700  -130.892     0.000   -90.401   -17.521
     0.000    27.809   105.700  -130.720     0.000   -85.488   -17.594
     0.000    26.911   105.700  -130.338     0.000   -80.849   -17.631
     0.000    26.053   105.700  -129.721     0.000   -76.537   -17.626
     0.000    25.233   105.700  -128.868     0.000   -72.552   -17.580
     0.000    24.453   105.700  -127.780     0.000   -68.894   -17.493
     0.000    23.713   105.700  -126.457     0.000   -65.562   -17.365
     0.000    23.011   105.700  -124.898     0.000   -62.557   -17.195
     0.000    22.350   105.700  -123.104     0.000   -59.878   -16.984
     0.000    21.727   105.700  -121.074     0.000   -57.526   -16.731
     0.000    21.144   105.700  -118.809     0.000   -55.501   -16.437
     0.000    20.600   105.700  -116.308     0.000   -53.803   -16.102
     0.000    20.093   105.700  -113.571     0.000   -52.418   -15.725
     0.000    19.566   105.700  -110.590     0.000   -51.042   -15.312
     0.000    18.995   105.700  -107.360     0.000   -49.551   -14.865
     0.000    18.379   105.700  -103.882     0.000   -47.946   -14.384
     0.000    17.720   105.700  -100.155     0.000   -46.226   -13.868
     0.000    17.016   105.700   -96.180     0.000   -44.391   -13.317
     0.000    16.269   105.700   -91.957     0.000   -42.441   -12.732
     0.000    15.478   105.700   -87.484     0.000   -40.377   -12.113
     0.000    14.643   105.700   -82.764     0.000   -38.199   -11.460
     0.000    13.764   105.700   -77.795     0.000   -35.905   -10.772
     0.000    12.841   105.700   -72.578     0.000   -33.497   -10.049
     0.000    11.874   105.700   -67.112     0.000   -30.975    -9.292
     0.000    10.880   105.700   -61.498     0.000   -28.384    -8.515
     0.000     9.924   105.700   -56.095     0.000   -25.890    -7.767
     0.000     9.012   105.700   -50.939     0.000   -23.511    -7.053
     0.000     8.144   105.700   -46.033     0.000   -21.246    -6.374
     0.000     7.320   105.700   -41.374     0.000   -19.096    -5.729
     0.000     6.540   105.700   -36.964     0.000   -17.060    -5.118
     0.000     5.804   105.700   -32.803     0.000   -15.140    -4.542
     0.000     5.111   105.700   -28.890     0.000   -13.334    -4.000
     0.000     4.463   105.700   -25.225     0.000   -11.642    -3.493
     0.000     3.859   105.700   -21.809     0.000   -10.066    -3.020
     0.000     3.298   105.700   -18.641     0.000    -8.604    -2.581
     0.000     2.782   105.700   -15.722     0.000    -7.256    -2.177
     0.000     2.309   105.700   -13.051     0.000    -6.024    -1.807
     0.000     1.880   105.700   -10.629     0.000    -4.906    -1.472
     0.000     1.496   105.700    -8.455     0.000    -3.902    -1.171
     0.000     1.155   105.700    -6.530     0.000    -3.014    -0.904
     0.000     0.859   105.700    -4.852     0.000    -2.240    -0.672
     0.000     0.606   105.700    -3.424     0.000    -1.580    -0.474
     0.000     0.397   105.700    -2.244     0.000    -1.036    -0.311
     0.000     0.232   105.700    -1.312     0.000    -0.606    -0.182
     0.000     0.111   105.700    -0.629     0.000    -0.290    -0.087
     0.000     0.034   105.211    -0.194     0.000    -0.090    -0.027
     0.000     0.001   103.744    -0.008     0.000    -0.004    -0.001
     0.000     0.000   101.697     0.000     0.000     0.000     0.000
     0.000     0.013   100.475     0.067     0.000     0.046     0.003
     0.000     0.114   100.200     0.602     0.000     0.413     0.025
     0.000     0.317   100.200     1.671     0.000     1.149     0.070
     0.000     0.622   100.200     3.276     0.000     2.251     0.138
     0.000     1.028   100.200     5.415     0.000     3.721     0.227
     0.000     1.536   100.200     8.088     0.000     5.559     0.340
     0.000     2.146   100.200    11.297     0.000     7.765     0.474
     0.000     2.857   100.200    15.041     0.000    10.337     0.632
     0.000     3.670   100.200    19.319     0.000    13.278     0.811
     0.000     4.584   100.200    24.132     0.000    16.586     1.013
     0.000     5.599   100.200    29.480     0.000    20.261     1.238
     0.000     6.717   100.200    35.362     0.000    24.305     1.485
     0.000     7.936   100.200    41.779     0.000    28.715     1.754
     0.000     9.177   100.200    48.314     0.000    33.206     2.029
     0.000    10.320   100.200    54.330     0.000    37.341     2.281
     0.000    11.361   100.200    59.811     0.000    41.109     2.512
     0.000    12.300   100.200    64.758     0.000    44.509     2.719
     0.000    13.138   100.200    69.170     0.000    47.541     2.905
     0.000    13.875   100.200    73.047     0.000    50.206     3.067
     0.000    14.510   100.200    76.389     0.000    52.520     3.208
     0.000    15.043   100.200    79.197     0.000    54.849     3.326
     0.000    15.475   100.200    81.470     0.000    57.345     3.421
     0.000    15.805   100.200    83.208     0.000    60.006     3.494
     0.000    16.034   100.200    84.411     0.000    62.833     3.545
     0.000    16.161   100.200    85.080     0.000    65.826     3.573
     0.000    16.189   100.200    85.230     0.000    68.980     3.580
     0.000    16.205   100.200    85.139     0.000    71.989     3.606
     0.000    16.251   100.200    84.866     0.000    74.616     3.686
     0.000    16.326   100.200    84.413     0.000    76.861     3.818
     0.000    16.426   100.200    83.783     0.000    78.724     4.003
     0.000    16.548   100.200    82.980     0.000    80.205     4.241
     0.000    16.686   100.200    82.008     0.000    81.306     4.533
     0.000    16.833   100.200    80.874     0.000    82.293     4.880
     0.000    16.981   100.200    79.584     0.000    83.435     5.284
     0.000    17.121   100.200    78.144     0.000    84.735     5.746
     0.000    17.242   100.200    76.564     0.000    86.194     6.269
     0.000    17.331   100.200    74.853     0.000    87.817     6.858
     0.000    17.373   100.200    73.019     0.000    89.609     7.517
     0.000    17.352   100.200    71.072     0.000    91.576     8.253
     0.000    17.247   100.200    69.026     0.000    93.727     9.075
     0.000    17.038   100.200    66.890     0.000    96.072     9.991
     0.000    16.697   100.200    64.680     0.000    98.624    11.016
     0.000    16.194   100.200    62.409     0.000   101.397    12.164
     0.000    15.495   100.200    60.096     0.000   104.409    13.453
     0.000    14.559   100.200    57.760     0.000   107.682    14.903
     0.000    13.338   100.200    55.424     0.000   111.239    16.540
     0.000    11.779   100.200    53.115     0.000   115.106    18.388
     0.000     9.850   100.200    50.895     0.000   119.255    20.447
     0.000     7.592   100.200    48.869     0.000   123.539    22.650
     0.000     5.030   100.200    47.068     0.000   127.901    24.966
     0.000     2.205   100.200    45.515     0.000   132.280    27.354
     0.000    -0.822   100.200    44.219     0.000   136.603    29.763
     0.000    -3.972   100.200    43.179     0.000   140.794    32.134
     0.000    -7.161   100.200    42.382     0.000   144.779    34.412
     0.000   -10.297   100.200    41.806     0.000   148.490    36.543
     0.000   -13.298   100.200    41.421     0.000   151.876    38.487
     0.000   -16.092   100.200    41.193     0.000   154.900    40.215
     0.000   -18.624   100.200    41.084     0.000   157.541    41.713
     0.000   -20.857   100.200    41.060     0.000   159.796    42.980
     0.000   -22.768   100.200    41.092     0.000   161.677    44.025
     0.000   -24.354   100.200    41.153     0.000   163.201    44.863
     0.000   -25.623   100.200    41.224     0.000   164.399    45.514
     0.000   -26.594   100.200    41.292     0.000   165.302    46.001
     0.000   -27.295   100.200    41.348     0.000   165.948    46.346
     0.000   -27.765   100.200    41.389     0.000   166.376    46.574
     0.000   -28.044   100.200    41.414     0.000   166.630    46.709
     0.000   -28.181   100.200    41.427     0.000   166.754    46.774
     0.000   -28.225   100.200    41.431     0.000   166.794    46.795
     0.000   -28.229   100.200    41.431     0.000   166.797    46.797
     0.000   -28.229   100.200    41.431     0.000   166.797    46.797
     0.000   -28.229   100.200    41.431     0.000   166.797    46.797
     0.000   -28.229   100.200    41.431     0.000   166.797    46.797
     0.000   -28.229   100.200    41.431     0.000   166.797    46.797
     0.000   -28.229   100.200    41.431     0.000   166.797    46.797
     0.000   -28.229   100.200    41.431     0.000   166.797    46.797
     0.000   -28.229   100.200    41.431     0.000   166.797    46.797
     0.000   -28.210   100.867    41.430     0.000   166.780    46.780
     0.000   -28.166   102.468    41.425     0.000   166.740    46.743
     0.000   -28.128   103.986    41.422     0.000   166.706    46.732
     0.000   -28.096   105.379    41.419     0.000   166.677    46.730
     0.000   -28.088   105.700    41.418     0.000   166.670    46.730
     0.000   -28.088   105.700    41.418     0.000   166.670    46.730
     0.000   -28.088   105.700    41.418     0.000   166.670    46.730
     0.000   -28.088   105.700    41.418     0.000   166.670    46.730
     0.000   -28.088   105.700    41.418     0.000   166.670    46.730
     0.000   -28.088   105.700    41.418     0.000   166.670    46.730
     0.000   -28.088   105.700    41.418     0.000   166.670    46.730
     0.000   -28.088   105.700    41.418     0.000   166.670    46.730
     0.000   -28.088   105.700    41.418     0.000   166.670    46.730
     0.000   -28.088   105.700    41.418     0.000   166.670    46.730
     0.000   -28.088   105.700    41.418     0.000   166.670    46.730
     0.000   -28.088   105.700    41.418     0.000   166.670    46.730
     0.000   -28.088   105.700    41.418     0.000   166.670    46.730
     0.000   -28.088   105.700    41.418     0.000   166.670    46.730
     0.000   -28.088   105.700    41.418     0.000   166.670    46.730
     0.000   -28.088   105.700    41.418     0.000   166.670    46.730
     0.000   -28.088   105.700    41.418     0.000   166.670    46.730
     0.000   -28.088   105.700    41.418     0.000   166.670    46.730
     0.000   -28.088   105.700    41.418     0.000   166.670    46.730
     0.000   -28.088   105.700    41.418     0.000   166.670    46.730
     0.000   -28.088   105.700    41.418     0.000   166.670    46.730
     0.000   -28.088   105.700    41.418     0.000   166.670    46.730
     0.000   -28.088   105.700    41.418     0.000   166.670    46.730
     0.000   -28.088   105.700    41.418     0.000   166.670    46.730
     0.000   -28.088   105.700    41.418     0.000   166.670    46.730
     0.000   -28.088   105.700    41.418     0.000   166.670    46.730
     0.000   -28.088   105.700    41.418     0.000   166.670    46.730
     0.000   -28.088   105.700    41.418     0.000   166.670    46.730
     0.000   -28.088   105.700    41.418     0.000   166.670    46.730
     0.000   -28.088   105.700    41.418     0.000   166.670    46.730
     0.000   -28.088   105.700    41.418     0.000   166.670    46.730
     0.000   -28.088   105.700    41.418     0.000   166.670    46.730
     0.000   -28.088   105.700    41.418     0.000   166.670    46.730
     0.000   -28.088   105.700    41.418     0.000   166.670    46.730
     0.000   -28.079   105.700    41.417     0.000   166.662    46.726
     0.000   -28.015   105.700    41.411     0.000   166.603    46.695
     0.000   -27.841   105.700    41.395     0.000   166.446    46.611
     0.000   -27.508   105.700    41.366     0.000   166.142    46.450
     0.000   -26.966   105.700    41.321     0.000   165.646    46.185
     0.000   -26.175   105.700    41.261     0.000   164.914    45.792
     0.000   -25.099   105.700    41.192     0.000   163.907    45.247
     0.000   -23.711   105.700    41.124     0.000   162.587    44.526
     0.000   -21.995   105.700    41.073     0.000   160.921    43.607
     0.000   -19.946   105.700    41.062     0.000   158.884    42.469
     0.000   -17.575   105.700    41.118     0.000   156.457    41.100
     0.000   -14.912   105.700    41.275     0.000   153.637    39.495
     0.000   -12.001   105.700    41.569     0.000   150.432    37.659
     0.000    -8.908   105.700    42.038     0.000   146.870    35.612
     0.000    -5.711   105.700    42.715     0.000   142.996    33.391
     0.000    -2.501   105.700    43.630     0.000   138.872    31.043
     0.000     0.630   105.700    44.799     0.000   134.570    28.624
     0.000     3.598   105.700    46.233     0.000   130.169    26.196
     0.000     6.328   105.700    47.925     0.000   125.747    23.814
     0.000     8.767   105.700    49.861     0.000   121.372    21.526
     0.000    10.882   105.700    52.013     0.000   117.105    19.370
     0.000    12.641   105.700    54.319     0.000   113.039    17.391
     0.000    14.030   105.700    56.672     0.000   109.298    15.639
     0.000    15.102   105.700    59.037     0.000   105.860    14.090
     0.000    15.911   105.700    61.390     0.000   102.699    12.716
     0.000    16.502   105.700    63.707     0.000    99.792    11.495
     0.000    16.912   105.700    65.970     0.000    97.118    10.408
     0.000    17.176   105.700    68.162     0.000    94.662     9.437
     0.000    17.321   105.700    70.269     0.000    92.409     8.569
     0.000    17.373   105.700    72.279     0.000    90.348     7.792
     0.000    17.353   105.700    74.178     0.000    88.470     7.097
     0.000    17.279   105.700    75.955     0.000    86.766     6.476
     0.000    17.167   105.700    77.602     0.000    85.232     5.923
     0.000    17.030   105.700    79.108     0.000    83.862     5.435
     0.000    16.882   105.700    80.464     0.000    82.654     5.007
     0.000    16.732   105.700    81.663     0.000    81.591     4.638
     0.000    16.589   105.700    82.698     0.000    80.357     4.325
     0.000    16.460   105.700    83.562     0.000    78.823     4.068
     0.000    16.352   105.700    84.251     0.000    76.990     3.865
     0.000    16.269   105.700    84.759     0.000    74.855     3.717
     0.000    16.214   105.700    85.084     0.000    72.419     3.622
     0.000    16.190   105.700    85.224     0.000    69.682     3.582
     0.000    16.189   105.700    85.230     0.000    66.785     3.580
     0.000    16.189   105.700    85.230     0.000    64.277     3.579
     0.000    16.189   105.700    85.230     0.000    62.226     3.579
     0.000    16.183   105.700    85.199     0.000    60.609     3.578
     0.000    16.137   105.700    84.954     0.000    59.301     3.567
     0.000    16.043   105.700    84.462     0.000    58.279     3.547
     0.000    15.903   105.700    83.725     0.000    57.545     3.516
     0.000    15.716   105.700    82.742     0.000    56.869     3.475
     0.000    15.483   105.700    81.514     0.000    56.025     3.423
     0.000    15.203   105.700    80.039     0.000    55.011     3.361
     0.000    14.876   105.700    78.319     0.000    53.829     3.289
     0.000    14.503   105.700    76.354     0.000    52.478     3.206
     0.000    14.083   105.700    74.142     0.000    50.958     3.113
     0.000    13.616   105.700    71.685     0.000    49.270     3.010
     0.000    13.103   105.700    68.983     0.000    47.412     2.897
     0.000    12.543   105.700    66.034     0.000    45.386     2.773
     0.000    11.936   105.700    62.840     0.000    43.190     2.639
     0.000    11.283   105.700    59.400     0.000    40.826     2.494
     0.000    10.583   105.700    55.714     0.000    38.293     2.340
     0.000     9.836   105.700    51.783     0.000    35.591     2.174
     0.000     9.043   105.700    47.606     0.000    32.720     1.999
     0.000     8.202   105.700    43.183     0.000    29.680     1.813
     0.000     7.352   105.700    38.707     0.000    26.603     1.625
     0.000     6.547   105.700    34.468     0.000    23.690     1.447
     0.000     5.789   105.700    30.475     0.000    20.946     1.280
     0.000     5.077   105.700    26.728     0.000    18.371     1.122
     0.000     4.412   105.700    23.227     0.000    15.964     0.975
     0.000     3.793   105.700    19.971     0.000    13.726     0.839
     0.000     3.222   105.700    16.962     0.000    11.658     0.712
     0.000     2.697   105.700    14.197     0.000     9.758     0.596
     0.000     2.218   105.700    11.679     0.000     8.027     0.490
     0.000     1.787   105.700     9.406     0.000     6.465     0.395
     0.000     1.402   105.700     7.379     0.000     5.072     0.310
     0.000     1.063   105.700     5.598     0.000     3.847     0.235
     0.000     0.772   105.700     4.062     0.000     2.792     0.171
     0.000     0.527   105.700     2.772     0.000     1.905     0.116
     0.000     0.328   105.700     1.728     0.000     1.187     0.073
     0.000     0.176   105.700     0.929     0.000     0.639     0.039
     0.000     0.071   105.700     0.376     0.000     0.259     0.016
     0.000     0.013   105.700     0.069     0.000     0.047     0.003
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
ENDMOV
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.700     0.000     0.000     0.000     0.000
     0.000     0.000   105.578     0.000     0.000     0.000     0.000
     0.000     0.000   104.600     0.000     0.000     0.000     0.000
     0.000     0.000   102.675     0.000     0.000     0.000     0.000
     0.000     0.000   100.964     0.000     0.000     0.000     0.000
     0.000     0.000   100.231     0.000     0.000     0.000     0.000
     0.000     0.000   100.200     0.000     0.000     0.000     0.000
     0.000     0.000   100.200     0.000     0.000     0.000     0.000
     0.000     0.000   100.200     0.000     0.000     0.000     0.000
     0.000     0.000   100.200     0.000     0.000     0.000     0.000
     0.000     0.000   100.200     0.000     0.000     0.000     0.000
     0.000     0.000   100.200     0.000     0.000     0.000     0.000
STMOV R1_P1_P4
     0.000     0.000   100.200     0.000     0.000     0.000     0.000
     0.000     0.000   100.200     0.000     0.000     0.000     0.000
     0.000     0.000   100.200     0.000     0.000     0.000     0.000
     0.000     0.000   100.200     0.000     0.000     0.000     0.000
     0.000     0.000   100.200     0.000     0.000     0.000     0.000
     0.000     0.000   100.200     0.000     0.000     0.000     0.000
     0.000     0.000   100.200     0.000     0.000     0.000     0.000
     0.000     0.000   100.200     0.000     0.000     0.000     0.000
     0.000     0.000   100.200     0.000     0.000     0.000     0.000
     0.000     0.000   100.200     0.000     0.000     0.000     0.000
     0.000     0.000   100.200     0.000     0.000     0.000     0.000
     0.000     0.000   100.200     0.000     0.000     0.000     0.000
     0.000     0.000   100.200     0.000     0.000     0.000     0.000
     0.000     0.000   100.200     0.000     0.000     0.000     0.000
     0.000     0.000   100.200     0.000     0.000     0.000     0.000
     0.000     0.000   100.200     0.000     0.000     0.000     0.000
     0.000     0.000   100.200     0.000     0.000     0.000     0.000
     0.000     0.000   100.200     0.000     0.000     0.000     0.000
     0.000     0.000   100.200     0.000     0.000     0.000     0.000
     0.000     0.038   100.200    -0.215     0.000    -0.099    -0.030
     0.000     0.152   100.200    -0.861     0.000    -0.398    -0.119
     0.000     0.343   100.200    -1.938     0.000    -0.894    -0.268
     0.000     0.610   100.200    -3.445     0.000    -1.590    -0.477
     0.000     0.952   100.200    -5.383     0.000    -2.484    -0.745
     0.000     1.371   100.200    -7.752     0.000    -3.578    -1.073
     0.000     1.867   100.200   -10.551     0.000    -4.870    -1.461
     0.000     2.438   100.200   -13.781     0.000    -6.360    -1.908
     0.000     3.086   100.200   -17.441     0.000    -8.050    -2.415
     0.000     3.810   100.200   -21.532     0.000    -9.938    -2.981
     0.000     4.610   100.200   -26.054     0.000   -12.025    -3.607
     0.000     5.486   100.200   -31.006     0.000   -14.311    -4.293
     0.000     6.438   100.200   -36.389     0.000   -16.795    -5.039
     0.000     7.467   100.200   -42.203     0.000   -19.478    -5.843
     0.000     8.571   100.200   -48.447     0.000   -22.360    -6.708
     0.000     9.752   100.200   -55.122     0.000   -25.441    -7.632
     0.000    11.010   100.200   -62.228     0.000   -28.720    -8.616
     0.000    12.312   100.200   -69.589     0.000   -32.118    -9.635
     0.000    13.550   100.200   -76.587     0.000   -35.348   -10.604
     0.000    14.712   100.200   -83.154     0.000   -38.379   -11.514
     0.000    15.798   100.200   -89.291     0.000   -41.211   -12.363
     0.000    16.815   100.200   -94.998     0.000   -43.885   -13.153
     0.000    17.808   100.200  -100.283     0.000   -46.639   -13.878
     0.000    18.786   100.200  -105.146     0.000   -49.513   -14.539
     0.000    19.748   100.200  -109.589     0.000   -52.508   -15.135
     0.000    20.694   100.200  -113.610     0.000   -55.623   -15.666
     0.000    21.623   100.200  -117.209     0.000   -58.859   -16.133
     0.000    22.537   100.200  -120.388     0.000   -62.215   -16.535
     0.000    23.436   100.200  -123.145     0.000   -65.692   -16.873
     0.000    24.318   100.200  -125.481     0.000   -69.289   -17.146
     0.000    25.184   100.200  -127.396     0.000   -73.007   -17.354
     0.000    26.034   100.200  -128.890     0.000   -76.845   -17.497
     0.000    26.869   100.200  -129.962     0.000   -80.804   -17.576
     0.000    27.687   100.200  -130.613     0.000   -84.883   -17.590
     0.000    28.490   100.200  -130.856     0.000   -89.079   -17.542
     0.000    29.259   100.200  -130.976     0.000   -93.149   -17.477
     0.000    29.967   100.200  -131.086     0.000   -96.899   -17.418
     0.000    30.615   100.200  -131.187     0.000  -100.331   -17.364
     0.000    31.205   100.200  -131.264     0.000  -103.455   -17.315
     0.000    31.759   100.200  -131.232     0.000  -106.337   -17.270
     0.000    32.281   100.200  -131.077     0.000  -108.990   -17.227
     0.000    32.774   100.200  -130.805     0.000  -111.410   -17.186
     0.000    33.242   100.200  -130.423     0.000  -113.595   -17.143
     0.000    33.691   100.200  -129.940     0.000  -115.542   -17.096
     0.000    34.128   100.200  -129.367     0.000  -117.246   -17.039
     0.000    34.561   100.200  -128.717     0.000  -118.704   -16.969
     0.000    34.999   100.200  -128.004     0.000  -119.909   -16.880
     0.000    35.452   100.200  -127.243     0.000  -120.857   -16.766
     0.000    35.947   100.200  -126.455     0.000  -121.629   -16.620
     0.000    36.537   100.200  -125.663     0.000  -122.440   -16.431
     0.000    37.237   100.200  -124.887     0.000  -123.292   -16.192
     0.000    38.057   100.200  -124.149     0.000  -124.176   -15.895
     0.000    39.013   100.200  -123.470     0.000  -125.083   -15.530
     0.000    40.116   100.200  -122.875     0.000  -126.004   -15.087
     0.000    41.381   100.200  -122.387     0.000  -126.925   -14.554
     0.000    42.823   100.200  -122.036     0.000  -127.835   -13.919
     0.000    44.455   100.200  -121.850     0.000  -128.718   -13.166
     0.000    46.293   100.200  -121.865     0.000  -129.555   -12.277
     0.000    48.298   100.200  -122.106     0.000  -130.308   -11.259
