>Enter w1:3
w 1:3
Joint command
     JT1       JT2       JT3       JT4       JT5       JT6       JT7  
     0.000    71.146   105.700  -135.512     0.000  -130.915     3.592
     0.000    70.601   105.700  -135.013     0.000  -131.039     3.172
     0.000    69.877   105.700  -134.362     0.000  -131.193     2.619
     0.000    68.963   105.700  -133.561     0.000  -131.373     1.929
     0.000    67.858   105.700  -132.621     0.000  -131.567     1.105
     0.000    66.563   105.700  -131.562     0.000  -131.762     0.156
     0.000    65.090   105.700  -130.413     0.000  -131.941    -0.902
     0.000    63.454   105.700  -129.207     0.000  -132.084    -2.049
     0.000    61.678   105.700  -127.984     0.000  -132.173    -3.263
     0.000    59.785   105.700  -126.783     0.000  -132.190    -4.518
     0.000    57.804   105.700  -125.643     0.000  -132.116    -5.789
     0.000    55.766   105.700  -124.602     0.000  -131.940    -7.049
     0.000    53.703   105.700  -123.694     0.000  -131.652    -8.277
     0.000    51.648   105.700  -122.945     0.000  -131.247    -9.451
     0.000    49.631   105.700  -122.379     0.000  -130.726   -10.556
     0.000    47.682   105.700  -122.009     0.000  -130.093   -11.577
     0.000    45.831   105.700  -121.841     0.000  -129.359   -12.504
     0.000    44.146   105.700  -121.870     0.000  -128.562   -13.311
     0.000    42.641   105.700  -122.069     0.000  -127.727   -14.001
     0.000    41.302   105.700  -122.412     0.000  -126.871   -14.588
     0.000    40.118   105.700  -122.874     0.000  -126.005   -15.086
     0.000    39.077   105.700  -123.431     0.000  -125.140   -15.504
     0.000    38.167   105.700  -124.062     0.000  -124.286   -15.854
     0.000    37.377   105.700  -124.749     0.000  -123.452   -16.142
     0.000    36.697   105.700  -125.472     0.000  -122.644   -16.378
     0.000    36.115   105.700  -126.213     0.000  -121.871   -16.567
     0.000    35.599   105.700  -126.954     0.000  -121.015   -16.719
     0.000    35.082   105.700  -127.669     0.000  -119.777   -16.844
     0.000    34.551   105.700  -128.343     0.000  -118.149   -16.947
     0.000    33.999   105.700  -128.964     0.000  -116.137   -17.033
     0.000    33.417   105.700  -129.518     0.000  -113.745   -17.108
     0.000    32.799   105.700  -129.995     0.000  -110.977   -17.175
     0.000    32.137   105.700  -130.385     0.000  -107.836   -17.237
     0.000    31.428   105.700  -130.678     0.000  -104.327   -17.299
     0.000    30.665   105.700  -130.868     0.000  -100.451   -17.362
     0.000    29.846   105.700  -130.949     0.000   -96.211   -17.429
     0.000    28.969   105.700  -130.917     0.000   -91.608   -17.502
     0.000    28.040   105.700  -130.778     0.000   -86.698   -17.578
     0.000    27.132   105.700  -130.455     0.000   -81.978   -17.625
     0.000    26.264   105.700  -129.897     0.000   -77.584   -17.631
     0.000    25.434   105.700  -129.104     0.000   -73.518   -17.596
     0.000    24.645   105.700  -128.075     0.000   -69.778   -17.519
     0.000    23.894   105.700  -126.810     0.000   -66.364   -17.401
     0.000    23.183   105.700  -125.310     0.000   -63.277   -17.241
     0.000    22.511   105.700  -123.574     0.000   -60.517   -17.040
     0.000    21.879   105.700  -121.604     0.000   -58.084   -16.798
     0.000    21.286   105.700  -119.397     0.000   -55.977   -16.514
     0.000    20.733   105.700  -116.955     0.000   -54.197   -16.189
     0.000    20.218   105.700  -114.278     0.000   -52.744   -15.823
     0.000    19.702   105.700  -111.359     0.000   -51.396   -15.419
     0.000    19.141   105.700  -108.191     0.000   -49.934   -14.980
     0.000    18.537   105.700  -104.775     0.000   -48.358   -14.507
     0.000    17.889   105.700  -101.110     0.000   -46.666   -14.000
     0.000    17.196   105.700   -97.197     0.000   -44.860   -13.458
     0.000    16.460   105.700   -93.036     0.000   -42.940   -12.882
     0.000    15.680   105.700   -88.626     0.000   -40.904   -12.271
     0.000    14.856   105.700   -83.967     0.000   -38.754   -11.626
     0.000    13.988   105.700   -79.061     0.000   -36.489   -10.947
     0.000    13.076   105.700   -73.905     0.000   -34.110   -10.233
     0.000    12.120   105.700   -68.502     0.000   -31.616    -9.485
     0.000    11.126   105.700   -62.888     0.000   -29.025    -8.708
     0.000    10.159   105.700   -57.422     0.000   -26.503    -7.951
     0.000     9.236   105.700   -52.205     0.000   -24.095    -7.228
     0.000     8.357   105.700   -47.236     0.000   -21.801    -6.540
     0.000     7.522   105.700   -42.516     0.000   -19.623    -5.887
     0.000     6.731   105.700   -38.043     0.000   -17.559    -5.268
     0.000     5.984   105.700   -33.820     0.000   -15.609    -4.683
     0.000     5.280   105.700   -29.845     0.000   -13.774    -4.132
     0.000     4.621   105.700   -26.118     0.000   -12.054    -3.616
     0.000     4.005   105.700   -22.640     0.000   -10.449    -3.135
     0.000     3.434   105.700   -19.410     0.000    -8.958    -2.688
     0.000     2.907   105.700   -16.429     0.000    -7.582    -2.275
     0.000     2.423   105.700   -13.696     0.000    -6.321    -1.896
     0.000     1.984   105.700   -11.211     0.000    -5.174    -1.552
     0.000     1.588   105.700    -8.975     0.000    -4.142    -1.243
     0.000     1.236   105.700    -6.988     0.000    -3.225    -0.968
     0.000     0.929   105.700    -5.248     0.000    -2.422    -0.727
     0.000     0.665   105.700    -3.758     0.000    -1.734    -0.520
     0.000     0.445   105.700    -2.516     0.000    -1.161    -0.348
     0.000     0.269   105.700    -1.522     0.000    -0.702    -0.211
     0.000     0.137   105.700    -0.776     0.000    -0.358    -0.108
     0.000     0.049   105.425    -0.280     0.000    -0.129    -0.039
     0.000     0.005   104.203    -0.031     0.000    -0.014    -0.004
     0.000     0.000   102.156     0.000     0.000     0.000     0.000
     0.000     0.002   100.689    -0.013     0.000    -0.006    -0.002
     0.000     0.060   100.200    -0.336     0.000    -0.155    -0.047
     0.000     0.193   100.200    -1.090     0.000    -0.503    -0.151
     0.000     0.402   100.200    -2.274     0.000    -1.050    -0.315
     0.000     0.688   100.200    -3.889     0.000    -1.795    -0.539
     0.000     1.050   100.200    -5.935     0.000    -2.739    -0.822
     0.000     1.488   100.200    -8.411     0.000    -3.882    -1.165
     0.000     2.002   100.200   -11.318     0.000    -5.224    -1.567
     0.000     2.593   100.200   -14.655     0.000    -6.764    -2.029
     0.000     3.260   100.200   -18.423     0.000    -8.503    -2.551
     0.000     4.002   100.200   -22.622     0.000   -10.441    -3.132
     0.000     4.821   100.200   -27.252     0.000   -12.578    -3.773
     0.000     5.717   100.200   -32.312     0.000   -14.913    -4.474
     0.000     6.688   100.200   -37.802     0.000   -17.447    -5.234
     0.000     7.736   100.200   -43.724     0.000   -20.180    -6.054
